,Date,Open,High,Low,Close,Adj Close,Volume
0,2007-05-23,16.288572,16.428572,16.084286,16.127142000000003,10.917373,227843700
1,2007-05-24,16.115714999999998,16.351429,15.767142999999999,15.812857000000001,10.704618,221840500
2,2007-05-25,16.0,16.254285999999997,15.928572,16.231428,10.987971,158239900
3,2007-05-29,16.35,16.408571,16.098572,16.335714000000003,11.058569,161423500
4,2007-05-30,16.328571,16.982857,16.218571,16.967142000000003,11.486016000000001,369611200
5,2007-05-31,17.152857,17.452858,17.077143,17.312857,11.720054,324266600
6,2007-06-01,17.299999,17.312857,16.898571,16.914285999999997,11.450237,221315500
7,2007-06-04,16.947144,17.389999,16.842857000000002,17.332857,11.733591,221668300
8,2007-06-05,17.344286,17.527143,17.214285,17.524286,11.863178999999999,230196400
9,2007-06-06,17.471428,17.721428,17.421429,17.662857000000002,11.956985000000001,278060300
10,2007-06-07,17.855715,18.23,17.598572,17.724285000000002,11.998569,478769900
11,2007-06-08,17.974285000000002,17.975714,17.469998999999998,17.784285999999998,12.039188000000001,310420600
12,2007-06-11,18.0,18.021429,17.077143,17.17,11.623342999999998,468564600
13,2007-06-12,17.049999,17.387142,16.901428,17.197144,11.641721,356641600
14,2007-06-13,17.307142000000002,17.312857,16.485714,16.785715,11.3632,430338300
15,2007-06-14,16.742857,17.064285,16.631428,16.964285,11.484084,243316500
16,2007-06-15,17.231428,17.238571,17.122857999999997,17.214285,11.653324000000001,202804700
17,2007-06-18,17.611429,17.882856,17.505714,17.870001000000002,12.097215,227651200
18,2007-06-19,17.812857,17.858572,17.558571,17.665714,11.958922,235756500
19,2007-06-20,17.695715,17.808571,17.357143,17.364286,11.754866,224378000
20,2007-06-21,17.385714,17.755714,17.245714000000003,17.700001,11.982130999999999,216761300
21,2007-06-22,17.692857999999998,17.778572,17.482857,17.571428,11.895093,157969000
22,2007-06-25,17.741428,17.870001000000002,17.294285000000002,17.477142,11.831265,241350900
23,2007-06-26,17.711428,17.714285,16.959999,17.092857000000002,11.571121,336251300
24,2007-06-27,17.23,17.434286,17.037144,17.412857000000002,11.787747,243674200
25,2007-06-28,17.48,17.498571,17.142857,17.222857,11.659124,209535900
26,2007-06-29,17.424286,17.714285,17.298571,17.434286,11.802254,284460400
27,2007-07-02,17.292856,17.441429,17.042856,17.322857,11.726821000000001,248715600
28,2007-07-03,17.428572,18.200001,17.357143,18.167143,12.298366999999999,290620400
29,2007-07-05,18.4,18.995714000000003,18.384285000000002,18.964285,12.837996,363262900
30,2007-07-06,19.018572,19.048571,18.628571,18.9,12.794478,218673700
31,2007-07-09,18.911428,18.985714,18.454287,18.618572,12.603964,248955000
32,2007-07-10,18.411428,19.214285,18.401428,18.907142999999998,12.799314,313751900
33,2007-07-11,18.867144,19.1,18.758572,18.912857000000002,12.803185000000001,205443000
34,2007-07-12,19.121429,19.177143,18.912857000000002,19.152857,12.965652,176152200
35,2007-07-13,19.290001,19.692857999999998,19.217142000000003,19.675714000000003,13.319602,226901500
36,2007-07-16,19.77,19.997142999999998,19.642857,19.728571,13.355385,234028200
37,2007-07-17,19.757143,19.942857999999998,19.642857,19.844286,13.433719,177489900
38,2007-07-18,19.741428,19.777143,19.434286,19.731428,13.357320000000001,189214200
39,2007-07-19,20.042856,20.115714999999998,19.950001,20.0,13.539132,183222900
40,2007-07-20,20.235714,20.597143,20.0,20.535715,13.901785,291943400
