,Date,Open,High,Low,Close,Adj Close,Volume
0,2007-05-23,76.75,77.379997,76.540001,77.040001,62.96286,987600
1,2007-05-24,77.699997,78.199997,77.08000200000001,77.160004,63.060936,1284600
2,2007-05-25,77.260002,77.389999,76.940002,77.129997,63.036427,661200
3,2007-05-29,77.5,78.0,76.519997,76.58000200000001,62.586909999999996,876400
4,2007-05-30,76.489998,76.699997,75.900002,76.440002,62.4725,1146000
5,2007-05-31,76.5,76.66999799999999,75.900002,76.25,62.3172,955100
6,2007-06-01,76.120003,76.339996,75.739998,76.019997,62.12921899999999,981100
7,2007-06-04,76.269997,76.309998,75.93,76.089996,62.186428,823400
8,2007-06-05,75.800003,76.349998,75.400002,75.540001,61.736942000000006,1100900
9,2007-06-06,75.540001,75.550003,74.769997,74.769997,61.306477,1165200
10,2007-06-07,74.5,75.019997,74.339996,74.470001,61.060505000000006,1289200
11,2007-06-08,74.33000200000001,75.379997,74.300003,75.379997,61.806664000000005,1071600
12,2007-06-11,75.379997,75.379997,74.790001,75.0,61.495059999999995,1388500
13,2007-06-12,74.5,75.129997,74.0,74.440002,61.035911999999996,1044600
14,2007-06-13,74.650002,74.68,73.629997,74.33000200000001,60.945693999999996,2136100
15,2007-06-14,74.459999,76.370003,74.410004,76.099998,62.396980000000006,1663100
16,2007-06-15,76.800003,76.959999,75.989998,76.239998,62.511791,1204600
17,2007-06-18,75.849998,76.160004,75.300003,75.379997,61.806664000000005,590200
18,2007-06-19,75.449997,75.449997,74.739998,75.339996,61.773827000000004,1474200
19,2007-06-20,75.349998,75.699997,74.949997,74.949997,61.454067,993800
20,2007-06-21,74.959999,75.300003,74.809998,75.040001,61.52786999999999,836000
21,2007-06-22,74.839996,75.480003,74.449997,75.190002,61.650829,1962700
22,2007-06-25,75.25,75.5,74.0,74.220001,60.855515000000004,1177000
23,2007-06-26,74.970001,75.32,73.790001,73.900002,60.593132,1259100
24,2007-06-27,73.699997,73.860001,72.400002,73.650002,60.388138,1837600
25,2007-06-28,73.480003,74.160004,73.370003,73.720001,60.445533999999995,714500
26,2007-06-29,73.75,74.589996,73.75,74.5,61.085087,1121200
27,2007-07-02,74.900002,75.260002,74.470001,75.040001,61.52786999999999,1216600
28,2007-07-03,75.139999,75.25,74.91999799999999,75.059998,61.54425,340800
29,2007-07-05,75.150002,75.220001,74.370003,74.900002,61.413052,486900
30,2007-07-06,74.599998,75.33000200000001,74.260002,75.160004,61.626247,579500
31,2007-07-09,75.300003,75.559998,74.949997,75.440002,61.855827000000005,668400
32,2007-07-10,74.839996,75.470001,74.260002,74.269997,60.896526,1013100
33,2007-07-11,74.07,74.889999,73.91999799999999,74.889999,61.404854,682900
34,2007-07-12,74.93,75.57,74.599998,75.57,61.962421,611100
35,2007-07-13,75.57,76.160004,75.41999799999999,76.089996,62.38879,418600
36,2007-07-16,75.849998,75.949997,75.25,75.339996,61.773827000000004,930100
37,2007-07-17,72.970001,75.730003,72.970001,75.300003,61.741032,937700
38,2007-07-18,75.309998,75.440002,74.300003,74.480003,61.068695,1003300
39,2007-07-19,74.660004,75.08000200000001,74.129997,74.790001,61.32285699999999,1263900
40,2007-07-20,74.82,75.040001,74.239998,74.239998,60.871914000000004,1444600
41,2007-07-23,74.779999,75.400002,74.370003,74.449997,61.044098,836900
42,2007-07-24,74.230003,74.910004,73.800003,74.480003,61.068695,1770400
43,2007-07-25,74.849998,76.089996,74.849998,75.800003,62.151001,1466900
44,2007-07-26,75.660004,79.41999799999999,75.360001,77.150002,63.257912,2627800
45,2007-07-27,76.900002,77.720001,76.650002,76.730003,62.913525,2189000
46,2007-07-30,77.120003,78.269997,76.58000200000001,78.019997,63.971241000000006,1714300
47,2007-07-31,78.18,78.480003,76.360001,76.360001,62.610161,1614900
48,2007-08-01,76.459999,79.059998,76.300003,78.970001,64.750206,1947400
49,2007-08-02,79.300003,79.300003,78.18,78.480003,64.348434,2184100
50,2007-08-03,76.32,78.269997,73.480003,76.199997,62.478995999999995,1600400
51,2007-08-06,76.480003,77.900002,74.040001,77.32,63.397296999999995,1834100
52,2007-08-07,76.75,78.08000200000001,76.57,77.599998,63.626884,1571900
53,2007-08-08,77.720001,79.489998,77.07,78.16999799999999,64.094254,1954000
54,2007-08-09,77.75,78.18,73.699997,75.08000200000001,61.560665,2687700
55,2007-08-10,72.150002,78.160004,72.150002,77.739998,63.741668999999995,2130800
56,2007-08-13,77.629997,77.730003,76.879997,77.099998,63.21690400000001,1108700
57,2007-08-14,77.08000200000001,77.360001,75.739998,75.739998,62.10183000000001,1041200
58,2007-08-15,75.83000200000001,76.370003,74.720001,74.889999,61.404854,785700
59,2007-08-16,74.099998,75.610001,73.959999,75.0,61.495059999999995,1457500
60,2007-08-17,76.900002,77.989998,75.41999799999999,76.889999,63.044739,2061500
61,2007-08-20,77.099998,77.68,76.25,77.269997,63.356297,1088600
62,2007-08-21,78.0,78.0,76.739998,77.059998,63.184113,941600
63,2007-08-22,77.900002,77.940002,76.610001,76.949997,63.093925,1128200
64,2007-08-23,77.0,77.459999,76.360001,77.050003,63.175926000000004,1759800
65,2007-08-24,77.110001,77.5,77.0,77.489998,63.536694,1396000
66,2007-08-27,77.800003,78.269997,77.720001,78.08000200000001,64.02046999999999,1680400
67,2007-08-28,78.239998,78.889999,77.260002,77.300003,63.380917000000004,1983600
68,2007-08-29,77.900002,78.07,76.83000200000001,77.550003,63.58590699999999,1695700
69,2007-08-30,77.309998,77.400002,76.489998,76.690002,62.880745,1569500
70,2007-08-31,77.900002,77.91999799999999,76.5,76.940002,63.085712,1551300
71,2007-09-04,77.07,77.370003,76.83000200000001,77.019997,63.151337,1195500
72,2007-09-05,76.519997,76.839996,76.0,76.379997,62.826397,1356200
73,2007-09-06,76.279999,77.239998,76.160004,77.059998,63.385757,1701800
74,2007-09-07,76.510002,77.139999,76.089996,76.769997,63.14720500000001,1374400
75,2007-09-10,76.900002,77.540001,76.66999799999999,77.040001,63.36926999999999,1563400
76,2007-09-11,77.209999,77.709999,76.760002,77.709999,63.920418000000005,2415500
77,2007-09-12,77.620003,78.989998,77.480003,78.75,64.775864,1276900
78,2007-09-13,79.0,79.150002,78.349998,78.82,64.833443,1280600
79,2007-09-14,78.599998,78.970001,78.360001,78.800003,64.817001,713100
80,2007-09-17,78.610001,78.650002,78.139999,78.540001,64.603127,915100
81,2007-09-18,78.599998,79.43,78.07,79.25,65.187134,1029900
82,2007-09-19,79.800003,81.32,79.58000200000001,81.059998,66.67596400000001,1761100
83,2007-09-20,81.059998,81.360001,80.480003,80.58000200000001,66.28112,983900
84,2007-09-21,81.629997,84.900002,80.58000200000001,81.860001,67.334007,2116600
85,2007-09-24,81.779999,81.800003,80.800003,81.129997,66.73354300000001,1107500
